ID,Street name,lien,longueur (m),osm_wid,osm_nidx,lon,lat,len
94,Rue Proudhon,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView94.html""; ""94"")",31.63,9614942,"[74934972, 3930768267L]","[3.879339, 3.879111]","[43.617339, 43.617571]",[31.63]
95,Rue Philippe Castan,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView95.html""; ""95"")",242.25,9639036,"[75256794, 83771496, 2387992056L, 75256796, 2387992058L, 2387992059L, 75256797, 2387988636L, 75256798, 75256799, 2387992042L, 75256801, 2387992036L, 75256803, 2387992034L, 75256804, 601498656]","[3.883947, 3.884017, 3.884057, 3.884311, 3.884437, 3.884626, 3.884742, 3.885004, 3.885096, 3.885288, 3.885531, 3.885598, 3.8859269999999997, 3.886064, 3.886545, 3.886661, 3.886757]","[43.627344, 43.627351, 43.627354, 43.627371, 43.627378, 43.627388, 43.627394, 43.62741, 43.627399, 43.627254, 43.627074, 43.627055, 43.627044, 43.62704, 43.627029, 43.627026, 43.627023]","[5.71, 3.27, 20.49, 10.19, 15.19, 9.36, 21.19, 7.46, 22.31, 28.01, 5.76, 26.43, 11.02, 38.72, 9.36, 7.78]"
96,Rue Philippe Castan,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView96.html""; ""96"")",179.61,9639036,"[601498656, 75256807, 75256808, 75256809, 2387988624L, 1770060436, 65480113]","[3.886757, 3.887577, 3.887832, 3.888331, 3.8886000000000003, 3.888764, 3.888889]","[43.627023, 43.626982, 43.627054, 43.627202, 43.627278, 43.627324, 43.627359]","[66.07, 22.05, 43.34, 23.17, 14.15, 10.83]"
97,Rue de Villefranche,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView97.html""; ""97"")",83.82,9702818,"[61098549, 3574720003L, 61098512]","[3.878811, 3.878797, 3.878888]","[43.616565, 43.61653, 43.615815]","[4.05, 79.77]"
98,Rue de Villefranche,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView98.html""; ""98"")",46.6,9702818,"[61098512, 1624151951, 1905841815, 61098447]","[3.878888, 3.878904, 3.87892, 3.878919]","[43.615815, 43.615616, 43.61542, 43.615396]","[22.19, 21.8, 2.61]"
99,Rue de Villefranche,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView99.html""; ""99"")",20.04,9702818,"[61098447, 1905841831, 39724052]","[3.878919, 3.878917, 3.878926]","[43.615396, 43.615285, 43.615216]","[12.44, 7.6]"
100,Rue Lunaret,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView100.html""; ""100"")",66.18,9702835,"[61098514, 3780952303L, 3574719898L, 74940116]","[3.879938, 3.879866, 3.879498, 3.879454]","[43.616828, 43.616748, 43.616374, 43.616349]","[10.65, 50.95, 4.58]"
101,Rue Lunaret,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView101.html""; ""101"")",72.01,9702836,"[61098514, 3780952306L, 76466395]","[3.879938, 3.879978, 3.880457]","[43.616828, 43.616874, 43.617356]","[6.0, 66.01]"
102,Rue Lunaret,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView102.html""; ""102"")",80.66,9702836,"[76466395, 76466396]","[3.880457, 3.881052]","[43.617356, 43.61794]",[80.66]
103,Rue Lunaret,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView103.html""; ""103"")",131.71,9702836,"[76466396, 76466397]","[3.881052, 3.882016]","[43.61794, 43.618898]",[131.71]
104,Rue Lunaret,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView104.html""; ""104"")",247.01,9702836,"[76466397, 146076964]","[3.882016, 3.883836]","[43.618898, 43.620688]",[247.01]
105,Rue de la Cavalerie,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView105.html""; ""105"")",49.13,9702876,"[20932628, 3574719900L, 185571112]","[3.880606, 3.880661, 3.880993]","[43.616495, 43.616531, 43.616836]","[6.0, 43.13]"
107,Rue de la Cavalerie,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView107.html""; ""107"")",82.31,9702876,"[148542819, 148547323]","[3.881133, 3.881734]","[43.616969, 43.617569]",[82.31]
108,Rue de la Cavalerie,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView108.html""; ""108"")",91.44,9702876,"[148547323, 185528709]","[3.881734, 3.8824170000000002]","[43.617569, 43.618226]",[91.44]
109,Place Emile Combes,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView109.html""; ""109"")",33.74,9702890,"[20932628, 3574720001L, 148299617]","[3.880606, 3.880533, 3.880264]","[43.616495, 43.616528, 43.616671]","[6.92, 26.82]"
112,Rue du Jeu de Mail des Abbes,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView112.html""; ""112"")",222.79,9702900,"[70937695, 3711611379L, 1202205689, 20932644]","[3.8865689999999997, 3.886466, 3.8842749999999997, 3.884076]","[43.61912, 43.619156, 43.619923, 43.619993]","[9.24, 195.8, 17.75]"
113,Rue de Montasinos,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView113.html""; ""113"")",116.75,9702907,"[140276296, 1111368910, 130362265, 912002232, 912002211, 20932648, 130443618, 130356969]","[3.882859, 3.882774, 3.882728, 3.8826869999999998, 3.8826229999999997, 3.882584, 3.882552, 3.882565]","[43.622214, 43.622366, 43.622495, 43.622609, 43.622798, 43.622962, 43.623121, 43.623235]","[18.25, 14.82, 13.06, 21.65, 18.43, 17.9, 12.64]"
114,Rue de Montasinos,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView114.html""; ""114"")",142.28,9702907,"[130356969, 20932649, 130844124]","[3.882565, 3.882613, 3.882601]","[43.623235, 43.624221, 43.624514]","[109.74, 32.54]"
115,Rue de Montasinos,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView115.html""; ""115"")",73.81,9702907,"[130844124, 20932650, 3780987021L, 1427248777]","[3.882601, 3.882564, 3.882514, 3.882511]","[43.624514, 43.624869, 43.625141, 43.625175]","[39.51, 30.53, 3.77]"
116,Rue de Montasinos,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView116.html""; ""116"")",92.96,9702907,"[1427248777, 130539819, 3780987028L, 2388279989L, 3911088533L]","[3.882511, 3.882472, 3.882415, 3.8823689999999997, 3.8823559999999997]","[43.625175, 43.625402, 43.625679, 43.62592, 43.626004]","[25.38, 31.14, 27.04, 9.4]"
117,Avenue de la Reine Helene d'Italie,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView117.html""; ""117"")",42.32,9703095,"[76469981, 451005878, 76469988]","[3.891936, 3.892066, 3.8920779999999997]","[43.623682, 43.623431, 43.623319]","[29.82, 12.5]"
118,Rue de l'Hirondelle,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView118.html""; ""118"")",77.0,9703098,"[76469678, 1202970977, 76470034, 76470043]","[3.888055, 3.887995, 3.8874, 3.88714]","[43.624994, 43.625006, 43.62513, 43.625197]","[5.01, 49.82, 22.17]"
119,Rue de l'Hirondelle,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView119.html""; ""119"")",80.66,9703098,"[76470043, 911914419, 76470035]","[3.88714, 3.887021, 3.8862769999999998]","[43.625197, 43.625239, 43.625566]","[10.67, 69.99]"
120,Rue de l'Hirondelle,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView120.html""; ""120"")",87.94,9703098,"[76470035, 76470036]","[3.8862769999999998, 3.885435]","[43.625566, 43.626071]",[87.94]
121,Rue des Rouges-Gorges,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView121.html""; ""121"")",34.99,9703104,"[76470043, 76470215]","[3.88714, 3.886926]","[43.625197, 43.624923]",[34.99]
122,Rue des Rouges-Gorges,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView122.html""; ""122"")",113.29,9703104,"[76470216, 76470217, 76470218, 76470219, 76470220, 76470221, 76470222, 76470223, 76470224, 76470215]","[3.886815, 3.886595, 3.886509, 3.886496, 3.886534, 3.886593, 3.886702, 3.886871, 3.886968, 3.886926]","[43.62489, 43.624871, 43.624854, 43.624787, 43.624625, 43.624589, 43.624617, 43.624666, 43.624724, 43.624923]","[17.8, 7.16, 7.42, 18.29, 6.23, 9.31, 14.61, 10.09, 22.38]"
123,Rue Saint-Vincent-de-Paul,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView123.html""; ""123"")",201.65,9703152,"[621236358, 123800211, 368277873, 2906431209L, 3930768264L, 20932641, 3086499049L, 3086499050L, 151230302]","[3.876213, 3.8761929999999998, 3.876163, 3.876051, 3.8758619999999997, 3.875566, 3.874869, 3.874719, 3.874548]","[43.620511, 43.620527, 43.620554, 43.620618, 43.62079, 43.621174, 43.621671, 43.621759, 43.621839]","[2.49, 3.86, 11.47, 24.4, 48.83, 78.73, 15.53, 16.34]"
127,None-tertiary,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView127.html""; ""127"")",22.63,9703171,"[1764339895, 76470537, 1764339860, 1330006080, 1764339868, 1450588873, 1764339858, 76470665]","[3.872622, 3.872621, 3.872607, 3.872582, 3.872548, 3.872508, 3.872468, 3.872432]","[43.622898, 43.622928, 43.622955, 43.622977, 43.622991999999996, 43.622998, 43.622994, 43.62298]","[3.22, 3.21, 3.22, 3.21, 3.22, 3.27, 3.2800000000000002]"
128,None-tertiary,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView128.html""; ""128"")",22.23,9703171,"[76470665, 1764339864, 1764339854, 76470666, 1764339859, 1330006079, 1764339857, 76470549]","[3.872432, 3.872405, 3.872388, 3.872384, 3.872394, 3.872415, 3.872446, 3.872483]","[43.62298, 43.62296, 43.622934, 43.622905, 43.622877, 43.622853, 43.622836, 43.622826]","[3.17, 3.18, 3.18, 3.17, 3.18, 3.18, 3.17]"
129,Rue du Faubourg Boutonnet,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView129.html""; ""129"")",133.24,9703178,"[76470841, 3574718005L, 74926893, 3574716805L, 3574716804L, 3574717911L, 3574716803L, 74926896, 20932621]","[3.872321, 3.8723739999999998, 3.872408, 3.872443, 3.872455, 3.872466, 3.872477, 3.872505, 3.872769]","[43.622193, 43.62214, 43.622104, 43.622061, 43.622027, 43.621952, 43.621832, 43.621749, 43.62105]","[7.27, 4.85, 5.49, 3.88, 8.4, 13.33, 9.5, 80.52]"
130,Rue du Colonel Marchand,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView130.html""; ""130"")",106.95,9703186,"[129969707, 3291920164L, 119297027]","[3.868664, 3.868724, 3.869925]","[43.621616, 43.62163, 43.62192]","[5.08, 101.87]"
131,Rue du Colonel Marchand,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView131.html""; ""131"")",108.25,9703186,"[119297027, 3291920162L, 3898628336L, 3291920161L, 3898628337L, 3574718007L, 126647663]","[3.869925, 3.870077, 3.870308, 3.870522, 3.870755, 3.871113, 3.871204]","[43.62192, 43.621954, 43.622012, 43.622067, 43.622123, 43.622208, 43.622222]","[12.73, 19.75, 18.24, 19.74, 30.27, 7.52]"
132,Rue du Colonel Marchand,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView132.html""; ""132"")",90.4,9703186,"[126647663, 3574717918L, 76470847, 3574718008L, 3574718497L, 3574717805L, 76470842, 3574718006L, 76470841]","[3.871204, 3.871313, 3.871396, 3.871569, 3.871773, 3.872029, 3.872156, 3.872243, 3.872321]","[43.622222, 43.622226, 43.622225, 43.622222, 43.622205, 43.622177, 43.622176, 43.622181, 43.622193]","[8.76, 6.66, 13.92, 16.57, 20.83, 10.2, 6.98, 6.48]"
133,Rue Moquin-Tandon,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView133.html""; ""133"")",40.98,9703201,"[20932623, 128353646]","[3.87326, 3.872754]","[43.619824, 43.619781]",[40.98]
134,Rue Moquin-Tandon,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView134.html""; ""134"")",24.76,9703201,"[128353646, 221769368]","[3.872754, 3.87245]","[43.619781, 43.619748]",[24.76]
135,Rue Moquin-Tandon,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView135.html""; ""135"")",131.75,9703201,"[221769368, 3574720211L, 221790765, 76470983, 221785938]","[3.87245, 3.872135, 3.87158, 3.87108, 3.8708169999999997]","[43.619748, 43.619723, 43.619695, 43.61967, 43.619658]","[25.47, 44.77, 40.28, 21.23]"
136,Rue Moquin-Tandon,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView136.html""; ""136"")",88.96,9703201,"[221785938, 14995494]","[3.8708169999999997, 3.869711]","[43.619658, 43.619667]",[88.96]
137,Rue Raoul Follereau,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView137.html""; ""137"")",236.11,9704275,"[76483319, 76483318, 76483317, 76483316, 76483315, 76483314, 76484368, 76483313, 76483312, 76483311, 76483310, 76483309]","[3.873108, 3.873278, 3.873189, 3.873417, 3.873597, 3.873846, 3.87463, 3.8749089999999997, 3.875, 3.875128, 3.875291, 3.8753409999999997]","[43.627362, 43.627305, 43.627125, 43.627072, 43.627083, 43.627096, 43.626882, 43.626839, 43.626878, 43.627122, 43.62708, 43.627067]","[15.08, 21.18, 19.28, 14.49, 20.14, 67.36, 22.94, 8.5, 28.96, 13.86, 4.32]"
138,Allee de Bon Accueil,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView138.html""; ""138"")",307.24,9704429,"[78397949, 2072672466, 78398944, 76485262, 76485261, 2388468749L, 76963921]","[3.869453, 3.8695, 3.869882, 3.871162, 3.871735, 3.872439, 3.8724629999999998]","[43.627498, 43.62752, 43.627703, 43.628292, 43.628638, 43.629157, 43.629178]","[4.48, 36.87, 121.98, 59.99, 80.86, 3.06]"
139,Avenue du Docteur Pezet,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView139.html""; ""139"")",48.66,9877818,"[83737101, 3810224713L, 3810224715L, 1111069582, 577629913]","[3.8663119999999997, 3.866317, 3.8663369999999997, 3.866365, 3.866667]","[43.626667, 43.626721, 43.626756, 43.626781, 43.627006]","[6.09, 4.11, 3.55, 34.91]"
140,Avenue de la Justice de Castelnau,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView140.html""; ""140"")",183.68,9929008,"[65377257, 2268824755L, 76870802, 2268824768L, 105988457, 76872736]","[3.8772729999999997, 3.87714, 3.875876, 3.875326, 3.875212, 3.875134]","[43.626101, 43.626135, 43.626488, 43.626634, 43.62666, 43.626678]","[11.37, 108.92, 47.16, 9.67, 6.5600000000000005]"
141,Avenue de la Justice de Castelnau,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView141.html""; ""141"")",20.39,9929008,"[76872736, 2268824769L, 105985871]","[3.875134, 3.875013, 3.87489]","[43.626678, 43.626706, 43.626729]","[10.23, 10.16]"
142,Avenue de la Justice de Castelnau,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView142.html""; ""142"")",82.07,9929008,"[105985871, 3574718513L, 105985214]","[3.87489, 3.874713, 3.873897]","[43.626729, 43.626759, 43.626898]","[14.63, 67.44]"
143,Avenue de la Justice de Castelnau,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView143.html""; ""143"")",72.64,9929008,"[105985214, 2268824788L, 76484065]","[3.873897, 3.873165, 3.873006]","[43.626898, 43.626988, 43.627006]","[59.75, 12.89]"
144,Avenue de la Justice de Castelnau,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView144.html""; ""144"")",222.14,9929008,"[76484065, 2268824790L, 2388468745L, 78399099, 31343563, 78398939, 2268824792L, 105991543, 105991542, 129952817]","[3.873006, 3.872839, 3.87265, 3.872496, 3.8723739999999998, 3.872151, 3.8719859999999997, 3.871652, 3.870669, 3.8702550000000002]","[43.627006, 43.627026, 43.62704, 43.627042, 43.627041, 43.627035, 43.627027, 43.627014, 43.626958, 43.626926]","[13.63, 15.31, 12.35, 9.85, 17.96, 13.25, 26.93, 79.3, 33.56]"
145,Avenue de la Justice de Castelnau,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView145.html""; ""145"")",41.15,9929008,"[129952817, 1473462413, 1420293599, 451008847, 20932638]","[3.8702550000000002, 3.869928, 3.869882, 3.869814, 3.869745]","[43.626926, 43.626902, 43.626901, 43.626899, 43.626899]","[26.38, 3.71, 5.47, 5.59]"
146,Rue Plantade,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView146.html""; ""146"")",151.6,10067516,"[252278612, 252278613, 82735385, 82735388, 82735389, 82735390, 82735392, 82735393]","[3.8713319999999998, 3.871454, 3.871506, 3.871365, 3.871255, 3.871291, 3.871369, 3.8715029999999997]","[43.609543, 43.609465, 43.609396, 43.609149, 43.608837, 43.60854, 43.608468, 43.608306]","[13.06, 8.77, 29.7, 35.73, 33.15, 10.17, 21.02]"
147,Rue de Verdun,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView147.html""; ""147"")",60.6,10068092,"[82740354, 2948065165L, 282944783]","[3.880377, 3.880404, 3.8808309999999997]","[43.608668, 43.608646, 43.608232]","[3.24, 57.36]"
148,Rue de Verdun,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView148.html""; ""148"")",77.8,10068092,"[282944783, 2950814161L, 82740431]","[3.8808309999999997, 3.881388, 3.881409]","[43.608232, 43.607691, 43.607671]","[75.07, 2.73]"
149,Rue de Verdun,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView149.html""; ""149"")",22.26,10068119,"[1556192260, 256097880]","[3.88002, 3.880146]","[43.608103, 43.607925]",[22.26]
150,Rue de Verdun,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView150.html""; ""150"")",109.03,10068119,"[256097880, 939396249, 3742850003L, 82740638]","[3.880146, 3.880617, 3.880776, 3.8807840000000002]","[43.607925, 43.60727, 43.60707, 43.607059]","[82.1, 25.55, 1.38]"
151,Rue Flaugergues,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView151.html""; ""151"")",64.33,10068150,"[82740323, 3742850016L, 3742850011L, 82740992]","[3.882894, 3.88288, 3.882597, 3.88258]","[43.608159, 43.608134, 43.607654, 43.607626]","[3.02, 57.97, 3.34]"
152,Rue Flaugergues,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView152.html""; ""152"")",85.23,10068150,"[82740992, 2950814157L, 82740434]","[3.88258, 3.882186, 3.88216]","[43.607626, 43.606979, 43.606923]","[78.63, 6.6]"
153,Rue Flaugergues,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView153.html""; ""153"")",29.67,10068150,"[82740434, 3742850002L, 939396288]","[3.88216, 3.882135, 3.882019]","[43.606923, 43.60687, 43.606676]","[6.16, 23.51]"
154,Rue Alfred Bruyas,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView154.html""; ""154"")",80.23,10068162,"[82740321, 3742850021L, 82741079]","[3.881868, 3.88185, 3.881466]","[43.608423, 43.608392, 43.607762]","[3.77, 76.46]"
156,Rue Alfred Bruyas,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView156.html""; ""156"")",53.89,10068162,"[82740431, 3754522765L]","[3.881409, 3.881145]","[43.607671, 43.607226]",[53.89]
157,Rue Alfred Bruyas,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView157.html""; ""157"")",24.59,10068162,"[3754522765L, 291649093]","[3.881145, 3.881024]","[43.607226, 43.607022]",[24.59]
158,Avenue du Pont Juvenal,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView158.html""; ""158"")",27.69,10068177,"[256037970, 2948065154L, 256100919, 1678816171, 1678816173, 939396162, 291649095]","[3.8827879999999997, 3.8826549999999997, 3.882611, 3.882586, 3.882563, 3.88253, 3.882503]","[43.606456, 43.6065, 43.606515, 43.606524, 43.606537, 43.606565, 43.606588]","[11.75, 3.89, 2.26, 2.3, 4.16, 3.33]"
159,Rue Campan,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView159.html""; ""159"")",38.07,10068188,"[82740861, 3742850010L, 82740992]","[3.882148, 3.882526, 3.88258]","[43.607765, 43.60764, 43.607626]","[33.43, 4.64]"
160,Rue Campan,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView160.html""; ""160"")",38.39,10068188,"[82740992, 3742850008L, 82741151]","[3.88258, 3.882958, 3.883016]","[43.607626, 43.607504, 43.607485]","[33.29, 5.1]"
161,Passage David Belugou,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView161.html""; ""161"")",49.92,10068197,"[82741232, 3742850009L, 82741079]","[3.882038, 3.881987, 3.881466]","[43.60759, 43.607605, 43.607762]","[4.43, 45.49]"
162,Place de la Brigade Legere du Languedoc,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView162.html""; ""162"")",101.16,10152513,"[83744508, 2072672464, 1473453563, 1473453571, 3580993596L, 1473453561, 83744511, 3580993694L, 83744507]","[3.869367, 3.869369, 3.869447, 3.869526, 3.869524, 3.869492, 3.869475, 3.869456, 3.869116]","[43.627581, 43.62757, 43.627359, 43.627195, 43.627171, 43.627155, 43.62715, 43.627151, 43.627503]","[1.1400000000000001, 24.37, 19.2, 2.69, 3.1, 1.51, 1.52, 47.63]"
